City,State,Employment,Employment per 1000 jobs,Location quotient,Hourly mean wage,Annual mean wage,Expected State Tax Bracket,Expected Federal Tax Bracket,Federal + State Tax for Bracket,Net Expected Profit,Net Expected Monthly Profit,"Meal, Inexpensive Restaurant","Meal for 2 People, Mid-Range Restaurant, Three-course",McMeal at McDonalds (or Equivalent Combo Meal),"Domestic Beer (0.5 liter draught, in restaurants)","Imported Beer (0.33 liter bottle, in restaurants)","Cappuccino (regular, in restaurants)","Coke/Pepsi (0.33 liter bottle, in restaurants)","Water (0.33 liter bottle, in restaurants)","Milk (regular), (1 liter)",Loaf of Fresh White Bread (500g),"Rice (white), (1kg)",Eggs (regular) (12),Local Cheese (1kg),Chicken Fillets (1kg),Beef Round (1kg) (or Equivalent Back Leg Red Meat),Apples (1kg),Banana (1kg),Oranges (1kg),Tomato (1kg),Potato (1kg),Onion (1kg),Lettuce (1 head),"Water (1.5 liter bottle, at the market)","Bottle of Wine (Mid-Range, at the market)","Domestic Beer (0.5 liter bottle, at the market)","Imported Beer (0.33 liter bottle, at the market)",Cigarettes 20 Pack (Marlboro),One-way Ticket (Local Transport),Monthly Pass (Regular Price),Taxi Start (Normal Tariff),Taxi 1km (Normal Tariff),Taxi 1hour Waiting (Normal Tariff),Gasoline (1 liter),Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car) ,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans),"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)","Fitness Club, Monthly Fee for 1 Adult",Tennis Court Rent (1 Hour on Weekend),"Cinema, International Release, 1 Seat","Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child ","International Primary School, Yearly for 1 Child",1 Pair of Jeans (Levis 501 Or Similar),"1 Summer Dress in a Chain Store (Zara, H&M, …)",1 Pair of Nike Running Shoes (Mid-Range),1 Pair of Men Leather Business Shoes,Apartment (1 bedroom) in City Centre,Apartment (1 bedroom) Outside of Centre,Apartment (3 bedrooms) in City Centre,Apartment (3 bedrooms) Outside of Centre,Price per Square Meter to Buy Apartment in City Centre,Price per Square Meter to Buy Apartment Outside of Centre,Average Monthly Net Salary (After Tax),"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",data_quality
Eastpointe,Michigan,"3,900",0.92,0.85,$44.62 ,"$92,820.00 ",4.02,14.21,18.23,"$75,899 ","$6,325 ",,$60.00,$9.50,$4.00,$7.00,$6.00,$1.00,$1.75,$1.32,$2.20,$4.41,,$6.61,,$11.02,$4.41,$4.41,$4.41,$4.41,$2.20,$2.20,$1.00,$1.00,$7.00,$1.43,$4.00,$10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Burlingame,California,"29,420",1.67,1.55,$70.86 ,"$147,390.00 ",6.95,17.71,24.66,"$111,044 ","$9,254 ",,$60.00,$11.00,$5.00,$8.00,$4.00,,$3.75,,,$3.31,,,,$15.43,$5.51,$1.43,$5.51,$8.82,$5.51,$4.30,$3.00,,$12.00,,,,,,$6.00,,,,,"$17,000.00",$290.40,,$175.00,,,$16.50,,,$90.00,$75.00,$120.00,$200.00,,,,"$2,850.00","$4,843.76","$2,906.26",,,0
Sterling,Virginia,"4,500",1.16,1.08,$64.41 ,"$133,990.00 ",5.32,17.08,22.40,"$103,976 ","$8,665 ",$14.00,$75.00,$8.00,$5.25,$6.25,$3.83,$2.17,$1.83,$1.04,$3.22,$2.17,$2.29,$23.02,$9.14,$13.49,$4.87,$1.28,$2.58,$4.59,$1.81,$2.95,$1.74,$2.18,$20.50,,,$5.75,,,$3.50,$1.24,,$1.18,"$25,000.00","$19,000.00",$100.00,,$47.50,$40.00,,$13.50,,,$42.50,$55.00,$79.50,$135.00,,,,,,,,,0
Long Branch,New Jersey,3030,0.74,0.68,$62.49,"$129,980.00",4.69,16.87,21.56,"$101,956 ","$8,496 ",,,$6.50,,$5.50,$3.50,$1.50,$1.38,$1.25,$1.10,$3.16,$2.64,$15.32,$7.25,$6.37,$8.20,$1.30,$4.41,$1.96,$2.84,$2.18,$1.59,$2.00,$15.00,,$8.00,$12.00,,,$6.00,$2.73,$20.00,,,,$60.00,$0.10,$86.67,,,$10.50,"$1,800.00","$7,800.00",$59.50,$32.00,$125.00,$287.50,,,,,,,,3.25,0
East Palo Alto,California,"29,420",1.67,1.55,$70.86 ,"$147,390.00 ",6.95,17.71,24.66,"$111,044 ","$9,254 ",$17.50,$90.00,$8.00,$7.00,$7.00,$4.47,$2.42,$1.79,$0.95,$4.67,$4.20,$4.82,$13.23,$4.37,$13.21,$6.31,$2.09,$3.58,$6.48,$3.74,$2.98,$1.83,$2.25,$13.00,$1.21,$2.83,$9.25,$2.50,$90.00,$3.20,$1.86,$40.00,$1.56,"$18,502.50","$22,000.00",$172.50,$0.16,$56.83,,$20.00,$13.00,"$3,500.00","$17,000.00",$55.44,$42.50,$75.83,$107.50,"$2,333.33",,"$5,500.00",,"$17,760.45","$12,916.69","$8,346.00",5.43,0
Bergenfield,New Jersey,3030,0.74,0.68,$62.49,"$129,980.00",4.69,16.87,21.56,"$101,956 ","$8,496 ",,,$10.00,,$6.00,$3.00,,$2.00,,,$4.41,,$11.02,,,$4.41,$1.52,$4.41,$6.61,$4.41,$2.20,$1.00,$2.00,$12.00,,$5.00,$11.00,,,,,,,,,,,,,,,,,,,,,,$950.00,,,,,,,0
Easton,Pennsylvania,"6,370",1.1,1.02,$46.12 ,"$95,940.00 ",3.07,14.46,17.53,"$79,122 ","$6,593 ",$15.00,$80.00,$7.75,$6.00,$8.00,$4.05,$1.50,$1.46,$1.03,$2.20,$6.25,$3.50,$17.61,$10.13,$18.73,$6.54,$1.23,$3.82,$6.91,$4.78,$3.67,$2.33,$1.95,$15.00,$2.57,$2.70,$7.50,,,$4.25,$1.68,$15.00,$1.28,"$24,000.00","$19,875.00",$170.00,$0.25,$50.00,$25.00,,$15.00,"$1,400.00","$35,000.00",$62.50,$34.67,$68.00,$113.75,,"$1,100.00",,"$1,800.00",,,"$3,333.33",5.29,0
Cliffside Park,New Jersey,3030,0.74,0.68,$62.49,"$129,980.00",4.69,16.87,21.56,"$101,956 ","$8,496 ",,,$8.00,$2.50,$9.50,$2.75,,$1.50,$0.87,$3.31,$2.20,,,$8.82,,$4.39,$1.32,,$4.41,$2.20,$2.84,$1.00,,,,,,,,,$3.57,,$1.14,,,,$0.13,$60.36,$20.00,,$12.75,,,,,,,"$1,000.00",,,,,,,,0
Decatur,Illinois,"6,350",1.08,1.00,$52.82 ,"$109,870.00 ",4.84,15.56,20.40,"$87,457 ","$7,288 ",$12.75,$50.00,$6.00,,$3.50,$3.00,$1.85,$1.50,$0.68,$1.64,$1.65,$2.99,$12.91,$8.80,$11.00,$8.99,$1.91,$9.46,$6.37,$4.92,$5.47,$2.44,$2.60,$14.39,,$5.00,$9.49,,,$8.00,,,$1.19,,"$20,000.00",$228.33,,$75.60,,,$12.00,"$1,000.00",,$36.67,$30.00,$47.50,$82.50,$875.00,$560.00,"$1,005.00",$810.00,,,"$2,773.00",5.43,0
El Cerrito,California,"29,420",1.67,1.55,$70.86 ,"$147,390.00 ",6.95,17.71,24.66,"$111,044 ","$9,254 ",$18.00,$87.50,$5.00,$7.00,$4.00,$5.75,$2.00,$2.75,$1.65,$4.40,,$6.49,$24.23,$18.72,$28.66,$8.81,$1.96,$8.81,,,$4.39,,$2.00,$8.50,,,,$4.55,,,,,$1.56,"$29,545.00","$20,425.00",$450.00,,$55.00,$150.00,,$14.38,,"$32,000.00",$40.00,$27.50,$90.00,$130.00,"$2,250.00","$1,300.00","$6,000.00","$3,250.00",,,"$7,000.00",5.25,0
Laurel,Maryland,"2,010",0.76,0.70,$57.19 ,"$118,960.00 ",4.51,16.21,20.72,"$94,311 ","$7,859 ",$11.00,$40.00,$8.00,$5.50,$6.00,$4.39,$2.00,$1.38,$0.90,$3.30,$4.48,$1.99,$11.31,$13.21,$11.02,$4.98,$1.97,$2.48,$4.43,$1.96,$2.95,$1.50,$1.75,$15.00,$1.79,$1.60,$8.75,$2.00,$70.00,$1.15,$1.55,$30.00,$1.09,"$26,500.00","$22,666.67",$163.26,$0.08,$58.33,$28.99,$14.25,$13.00,$896.75,"$31,333.33",$40.00,$30.00,$79.00,$103.50,"$2,000.00","$1,600.00","$2,618.00","$2,272.50","$1,753.12","$2,091.32",,5.72,0
South Bradenton,Florida,"8,190",0.89,0.82,$48.45 ,"$100,780.00 ",0.00,14.82,14.82,"$85,844 ","$7,154 ",$25.00,$70.00,$8.00,$5.00,$5.50,$4.57,$2.30,$1.77,$1.06,$3.25,$4.58,$3.68,$13.83,$10.89,$16.25,$4.84,$1.53,$3.75,$3.91,$2.70,$2.61,$2.03,$1.68,$10.50,$2.31,$3.03,$7.00,$1.50,$40.00,$2.75,$1.86,$15.00,$1.18,"$23,195.00","$24,571.43",$156.41,$0.15,$74.52,$20.00,,$12.50,$833.33,"$7,983.33",$45.00,$31.38,$71.00,$94.17,"$1,521.67","$1,321.67","$1,800.00","$1,800.00","$1,923.19",,"$3,000.00",5.4,0
Palm Springs,California,"29,420",1.67,1.55,$70.86 ,"$147,390.00 ",6.95,17.71,24.66,"$111,044 ","$9,254 ",$20.00,$75.00,$9.76,$5.00,$9.00,$4.54,$2.10,$1.38,$1.17,$4.13,$3.12,$4.16,$10.39,$16.52,$20.93,$4.41,$1.97,$3.95,$5.71,$2.77,$3.15,$1.55,$1.40,$10.38,$1.70,$2.27,$9.25,$1.00,$24.00,$3.56,$1.86,$24.49,$1.58,"$20,000.00","$22,666.67",$362.73,$0.20,$68.83,$36.67,$25.00,$13.50,"$1,200.00","$19,500.00",$65.25,$43.75,$121.67,$166.25,"$1,733.33","$1,400.00","$3,125.00","$2,366.67","$5,328.14","$2,583.34","$4,000.00",5.29,1
Herndon,Virginia,"4,500",1.16,1.08,$64.41 ,"$133,990.00 ",5.32,17.08,22.40,"$103,976 ","$8,665 ",$18.50,$80.00,$8.00,$6.00,$7.00,$4.38,$1.50,$1.57,$1.12,$2.59,$3.63,$3.00,$8.80,$6.75,$18.73,$5.40,$1.48,$3.23,$4.73,$2.46,$3.73,$1.92,$1.95,$14.00,$1.81,$1.77,$7.50,$2.88,$200.00,$3.00,$1.30,$71.00,$1.28,"$24,500.00","$19,875.00",$129.36,$0.10,$65.00,$50.00,$40.00,$15.00,"$1,400.00","$30,000.00",$48.33,$30.00,$72.00,$80.00,"$1,800.00","$1,400.00","$2,200.00","$2,250.00","$3,229.17","$2,960.08","$5,000.00",5.43,0
Baldwin,New York,"14,760",1.62,1.50,$61.63 ,"$128,200.00 ",5.44,16.77,22.21,"$99,727 ","$8,311 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$2.00,$1.24,$12.00,,"$15,000.00","$25,000.00",$200.00,,$100.00,,,,,"$20,000.00",,,$200.00,$200.00,,,,,,,,,0
Suitland,Maryland,"2,010",0.76,0.70,$57.19 ,"$118,960.00 ",4.51,16.21,20.72,"$94,311 ","$7,859 ",,$62.50,$8.00,$4.00,$5.00,$4.67,$2.20,$1.20,,,$3.31,,$12.13,,,$6.59,$1.30,$6.59,$3.28,$2.20,$2.20,$2.00,$1.00,$10.00,,$2.00,$8.99,,,$4.90,$1.32,$15.00,$1.24,"$16,000.00","$19,333.33",$250.00,$0.20,$81.00,$60.00,$22.50,$8.75,"$1,200.00","$12,000.00",$24.99,$30.00,$60.00,$50.00,"$1,050.00",$950.00,"$1,450.00","$1,400.00",,,"$5,333.33",,0
Ashland,California,"29,420",1.67,1.55,$70.86 ,"$147,390.00 ",6.95,17.71,24.66,"$111,044 ","$9,254 ",$7.50,$80.00,$7.00,$5.00,$5.00,$3.17,$0.89,$1.50,$0.79,$1.09,$2.75,$2.67,$11.01,$6.15,$13.21,$3.12,$1.27,$3.31,$3.31,$3.23,$3.06,$1.15,$1.00,$10.50,$0.70,$2.75,$8.25,$2.50,,$3.50,$1.86,$24.00,$1.14,"$20,500.00","$20,000.00",$148.33,$0.20,$65.94,$30.00,,$9.50,"$1,900.00","$6,000.00",$44.50,$30.00,$76.11,$108.50,$436.67,$575.00,$726.67,$915.00,"$1,076.39","$1,210.94","$2,775.00",5.43,0
Woodlawn,Maryland,"2,010",0.76,0.70,$57.19 ,"$118,960.00 ",4.51,16.21,20.72,"$94,311 ","$7,859 ",$11.00,$60.00,$8.00,$3.88,$5.00,$3.20,$2.33,$1.50,$1.10,$1.74,$3.38,$1.79,$7.27,$4.39,$11.02,$4.03,$1.57,$4.65,$3.64,$2.69,$2.20,$1.73,$1.85,$8.79,$2.86,$3.50,$6.55,,,$2.00,$1.23,$20.00,$1.16,"$25,500.00","$23,666.67",$122.31,$0.03,$68.33,,,$13.25,$800.00,"$5,000.00",$46.50,$26.25,$59.60,$76.67,,,,,,,,4.46,0
Oak Ridge,Tennessee,"1,210",0.39,0.36,$53.88 ,"$112,070.00 ",0.00,15.73,15.73,"$94,441 ","$7,870 ",$15.00,$50.00,$8.00,,$3.50,$3.50,$2.99,$1.33,$0.90,$2.83,$2.20,$2.99,$8.82,$27.14,$21.16,$5.16,$1.83,$3.02,$4.41,$2.59,$2.20,$1.81,$1.56,$22.00,$1.79,$2.50,$5.82,,,$2.75,$3.73,$50.00,$1.24,"$22,097.50","$20,000.00",$211.70,$0.10,$50.00,,,$11.50,,"$14,000.00",$31.75,$15.00,$60.00,$233.33,,,,,,,,5.29,0
Blue Island,Illinois,"6,350",1.08,1.00,$52.82 ,"$109,870.00 ",4.84,15.56,20.40,"$87,457 ","$7,288 ",$25.00,$100.00,$11.00,$6.00,$7.50,$5.00,$2.33,$1.81,$1.10,$3.85,$4.83,$3.50,$18.46,$16.41,$14.68,$6.20,$2.03,$6.14,$5.51,$2.86,$5.82,$3.00,$2.75,$20.00,$4.29,$4.75,$13.00,$5.50,$50.00,$4.75,$2.49,$43.00,$1.15,"$24,800.00","$22,775.00",$225.07,,$71.70,$122.00,,$14.25,"$1,100.00",,$51.67,$40.33,$87.50,$115.83,"$2,500.00","$2,118.75","$3,900.00","$3,250.00","$4,176.40","$3,336.81","$6,222.22",5.52,1
Hayesville,Oregon,"1,610",0.85,0.79,$53.40 ,"$111,090.00 ",8.31,15.65,23.96,"$84,473 ","$7,039 ",$16.00,$45.00,$8.00,$2.50,$4.00,$6.00,$1.99,$1.99,$1.03,$3.83,$6.61,,$7.23,,$26.46,$6.59,$4.39,$5.49,$5.49,$1.72,$1.72,$1.49,$1.99,$22.00,$3.57,$4.00,$8.00,$5.00,$50.00,$6.00,,$60.00,,"$23,195.00","$21,789.00",,,,,,,,,,,,,,,,,,,,,0
Massapequa,New York,"14,760",1.62,1.50,$61.63 ,"$128,200.00 ",5.44,16.77,22.21,"$99,727 ","$8,311 ",$16.00,$50.00,$6.25,$4.00,$3.00,$3.00,$2.25,$1.64,$0.79,$2.76,$6.61,,$14.33,,,$4.96,$2.52,$3.06,$4.73,$1.87,$1.87,$1.69,$1.75,$15.00,$2.14,$2.40,$13.00,$13.00,$300.00,$3.00,$1.86,$60.00,,"$25,000.00","$20,831.50",$144.74,$0.02,$68.75,,$10.00,$13.50,"$2,400.00","$12,000.00",$47.50,$40.00,$85.00,$150.00,,,,,,,,5.43,0
Sunny Isles Beach,Florida,"8,190",0.89,0.82,$48.45 ,"$100,780.00 ",0.00,14.82,14.82,"$85,844 ","$7,154 ",$18.00,$47.50,$8.75,$5.50,$8.00,$4.67,$2.04,$2.03,$1.00,$2.20,$5.48,$2.69,$12.08,$4.41,$11.33,$7.55,$1.77,$4.86,$5.64,$3.38,$3.17,$1.92,$1.89,$12.00,$2.25,$2.99,$6.00,,,$3.50,$1.55,$24.00,$1.12,"$25,000.00","$17,000.00",$180.00,$0.10,$65.00,$65.00,,$12.00,"$1,000.00","$5,000.00",$41.50,$34.67,$79.44,$92.50,,,,,,,"$6,500.00",5.33,0
Columbia Heights,Minnesota,"1,600",0.57,0.53,$53.72 ,"$111,740.00 ",5.71,15.70,21.41,"$87,816 ","$7,318 ",$10.00,$65.00,$7.00,$4.00,$6.00,$4.28,$2.10,$1.76,,,$2.89,,$14.69,,$12.10,$3.67,$1.32,$2.27,$2.64,$3.12,$4.22,$1.41,$1.58,$10.50,$2.68,$2.58,$5.85,,,,,,$0.87,"$23,000.00","$22,500.00",$220.00,,$63.00,$75.00,,$12.00,$600.00,,$31.33,$30.00,$54.67,$70.00,"$1,200.00",,,,,,"$2,500.00",5.5,0
Harrison,New York,"14,760",1.62,1.50,$61.63 ,"$128,200.00 ",5.44,16.77,22.21,"$99,727 ","$8,311 ",,$150.00,$8.50,,$6.00,$3.88,,$2.00,$1.27,$2.76,$5.39,,$11.02,,$11.41,$1.94,$1.37,,$2.85,$2.63,$1.74,$1.80,$1.55,$15.00,$3.57,$3.50,$7.88,,,$6.00,,,,"$18,000.00","$16,000.00",$256.19,,$99.00,,,$8.00,,,$17.67,$14.50,$89.00,$117.50,,,,,,,,,0
Central Falls,Rhode Island,620,1.29,1.19,$56.52 ,"$117,570.00 ",3.62,16.11,19.73,"$94,373 ","$7,864 ",$21.50,$80.00,$10.00,$4.00,$6.00,$4.42,$1.88,$1.51,$1.12,$2.48,$5.33,,$9.55,$6.61,$10.03,$5.56,$1.23,$6.61,$3.31,$2.94,$2.94,$2.00,$2.08,$12.00,$3.57,$4.00,$9.30,,,$7.00,$1.86,,,"$23,500.00","$21,000.00",$133.33,$0.10,$62.25,,,$12.00,"$1,300.00","$15,000.00",$38.33,$25.00,$56.67,$75.00,,,,,,,,5.43,0
Morristown,Tennessee,"1,210",0.39,0.36,$53.88 ,"$112,070.00 ",0.00,15.73,15.73,"$94,441 ","$7,870 ",$25.00,$60.00,$10.00,$6.75,$8.12,$5.00,$2.40,$1.66,$1.25,$3.31,$3.86,$3.93,$9.10,$6.61,$9.91,$3.59,$1.45,$3.31,$4.40,$2.70,$3.03,$2.47,$1.76,$15.00,$1.97,$2.00,$9.50,,,$5.00,$1.86,$16.90,$1.29,"$22,564.50","$23,879.37",$174.48,$0.10,$69.18,,,$15.00,"$2,444.17","$25,000.00",$48.33,$57.42,$94.15,$145.80,,"$2,200.00",,,,,,5.43,0
Hermosa Beach,California,"29,420",1.67,1.55,$70.86 ,"$147,390.00 ",6.95,17.71,24.66,"$111,044 ","$9,254 ",$16.00,$80.00,$9.00,$7.50,$8.00,$4.95,$1.88,$2.06,$1.02,$2.72,$6.48,$3.84,$12.50,$10.75,$12.13,$4.09,$1.76,$3.08,$4.13,$2.72,$2.20,$1.79,$2.50,$13.99,$2.00,$1.75,$10.00,$1.75,$100.00,$4.00,$1.71,$29.19,$1.52,"$25,000.00","$22,886.54",$140.69,$0.12,$72.00,,,$15.00,"$1,300.00","$10,000.00",$55.00,$40.75,$98.33,$133.00,,,,,,,,4.62,0
Evergreen Park,Illinois,"6,350",1.08,1.00,$52.82 ,"$109,870.00 ",4.84,15.56,20.40,"$87,457 ","$7,288 ",,$60.00,$6.00,$5.00,$6.00,$5.00,,$1.00,,,$2.47,,$11.44,,,,,,,,,,,,,,,,,$2.00,$1.55,,,,,,,,,,,,,,,,,,,,,,,,,0
Point Pleasant,New Jersey,3030,0.74,0.68,$62.49,"$129,980.00",4.69,16.87,21.56,"$101,956 ","$8,496 ",$13.00,$50.00,$10.50,$6.00,$7.00,$4.63,$1.25,$1.63,$0.79,$3.31,$3.67,,$8.82,,$24.25,$3.44,$1.90,$5.51,$6.06,$2.86,$3.31,$3.00,$1.94,$13.00,$2.14,$2.77,$5.00,$1.50,$55.00,$7.00,$1.86,,$1.10,"$24,000.00","$22,000.00",$220.31,$0.39,$93.00,,,$10.00,,,$33.33,$63.33,$62.50,$93.33,$800.00,$600.00,"$1,200.00",$900.00,,,,5.43,0
North Amityville,New York,"14,760",1.62,1.50,$61.63 ,"$128,200.00 ",5.44,16.77,22.21,"$99,727 ","$8,311 ",,,$9.25,,$9.00,$1.88,,$1.00,,,$7.91,$3.99,$13.23,$15.41,$24.18,$6.82,$1.52,$11.00,$6.59,$6.59,$3.95,$3.99,$1.69,$15.00,,,$11.50,,,,,,,,,$80.00,,$139.50,,,$13.50,,,$35.00,,$125.00,$49.00,"$2,000.00","$1,500.00","$4,500.00","$4,000.00",,,,,0
Rutherford,New Jersey,3030,0.74,0.68,$62.49,"$129,980.00",4.69,16.87,21.56,"$101,956 ","$8,496 ",$32.50,$100.00,$10.50,$3.50,$4.50,$3.50,$2.50,$2.17,$1.10,$3.49,$7.35,$4.00,$15.43,$6.61,$8.82,$5.87,$0.99,$2.08,$2.18,$1.90,$2.18,$1.00,$1.91,$12.00,$1.79,$2.00,$8.00,$5.00,$120.00,$2.75,$1.55,$15.00,$1.05,"$27,500.00","$25,500.00",$175.00,,$65.00,$30.00,$40.00,$14.00,$933.33,"$14,400.00",$50.00,$45.00,$61.67,$83.33,"$1,500.00","$1,000.00","$2,566.67","$2,000.00","$2,825.53","$2,152.78","$3,200.00",4.48,0
Hyattsville,Maryland,"2,010",0.76,0.70,$57.19 ,"$118,960.00 ",4.51,16.21,20.72,"$94,311 ","$7,859 ",$17.00,$60.00,$7.00,$6.00,$5.50,$4.44,$1.50,$1.67,$0.92,$3.30,$5.50,$5.00,$13.21,,$14.33,$5.85,$1.23,$5.14,$5.49,$1.96,$3.48,$1.61,$1.75,$10.00,$4.29,$1.60,$9.10,$2.30,$135.50,$1.15,$1.30,$22.00,$1.24,"$19,500.00","$21,000.00",$122.50,$0.10,$79.50,$19.99,,$15.00,"$1,150.00","$12,000.00",$40.00,$33.33,$77.50,$103.50,,,,,,,,5.43,0
Lansdale,Pennsylvania,"6,370",1.1,1.02,$46.12 ,"$95,940.00 ",3.07,14.46,17.53,"$79,122 ","$6,593 ",,$70.00,$10.00,,$6.00,$4.00,,$2.00,$1.11,,$6.61,,$8.82,,$8.82,,,,,,,,$2.27,$18.50,,,$9.40,,,,,,,,,$125.00,,$50.00,,,$10.00,,,$40.00,$35.00,$80.00,$125.00,,,,,,,"$6,250.00",,0
Clayton,North Carolina,"5,350",1.15,1.07,$57.67 ,"$119,960.00 ",4.46,16.27,20.73,"$95,092 ","$7,924 ",$10.00,$32.00,$6.85,$4.00,$4.50,$4.00,,$1.29,$0.86,$2.48,,$2.40,,,$12.13,$2.65,$1.34,,$2.43,,$1.94,$1.50,$0.79,$9.00,$2.14,$1.85,,,,,,,$1.07,,"$22,000.00",$132.00,,$68.33,,,$11.25,,,,,$70.00,,,,"$1,300.00",,,"$2,690.98",,,0
Bull Run,Virginia,"4,500",1.16,1.08,$64.41 ,"$133,990.00 ",5.32,17.08,22.40,"$103,976 ","$8,665 ",$15.00,$40.00,$9.00,$4.00,$6.00,$4.50,$1.75,$1.99,$1.21,$3.30,$4.68,$2.99,$12.13,$8.82,$19.84,$4.41,$1.30,$4.13,$6.06,$6.34,$3.86,$1.85,$1.99,$12.00,$2.14,$1.85,$12.00,,,$3.25,$1.86,$20.00,$1.16,"$28,500.00","$28,500.00",$150.00,,$70.00,,$40.00,$11.38,"$2,500.00","$60,000.00",$82.50,$35.00,$90.00,$125.00,,"$1,500.00","$3,000.00","$2,800.00",,,,4.25,0
Artesia,California,"29,420",1.67,1.55,$70.86 ,"$147,390.00 ",6.95,17.71,24.66,"$111,044 ","$9,254 ",$10.00,$35.00,$7.50,$3.00,$4.50,$4.00,$2.00,$2.00,$1.00,$4.18,$2.20,,$16.53,$16.53,$26.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
South Orange Village,New Jersey,3030,0.74,0.68,$62.49,"$129,980.00",4.69,16.87,21.56,"$101,956 ","$8,496 ",$20.00,$35.00,$7.00,$5.00,$6.00,$3.88,$1.62,$1.50,$1.10,$3.51,$4.07,$3.07,$21.97,$13.78,$20.92,$6.15,$1.52,$6.05,$6.16,$3.23,$2.85,$1.74,$1.47,$6.99,$2.86,$2.33,$6.75,$0.00,$35.00,$4.50,$0.93,$60.00,$1.08,"$24,000.00","$28,000.00",$162.50,$0.00,$66.33,$45.00,$25.00,$12.00,$425.00,"$10,000.00",$39.50,$33.00,$62.67,$115.00,"$2,000.00","$1,500.00","$2,400.00","$1,850.00","$2,583.34","$1,291.67","$4,000.00",5.55,0
East Riverdale,Maryland,"2,010",0.76,0.70,$57.19 ,"$118,960.00 ",4.51,16.21,20.72,"$94,311 ","$7,859 ",,,,,,,,,,$4.96,,,$9.92,,,,,,$6.06,,$4.41,,,,,$7.00,$9.60,$2.00,$120.00,,,,,,,$221.49,,$105.00,,,$15.00,,,,,,,,,,,,,,,0
Stanford,California,"29,420",1.67,1.55,$70.86 ,"$147,390.00 ",6.95,17.71,24.66,"$111,044 ","$9,254 ",$25.00,$75.00,$10.00,$7.00,$8.00,$5.00,$2.80,$2.32,$1.30,$4.65,$5.03,$4.12,$13.23,$11.92,$18.26,$6.58,$3.39,$5.36,$6.61,$3.31,$2.76,$2.65,$2.39,$15.00,$2.89,$3.50,$10.00,,,$3.00,$1.86,$33.00,$1.64,"$23,195.00","$23,762.38",$237.63,$0.18,$65.62,$25.00,,$16.50,"$1,600.00","$23,333.33",$41.17,$30.67,$75.71,$121.79,"$3,500.00","$2,000.00","$5,000.00","$3,500.00",,,,4.95,0
Walnut Park,California,"29,420",1.67,1.55,$70.86 ,"$147,390.00 ",6.95,17.71,24.66,"$111,044 ","$9,254 ",$16.00,$75.00,$8.00,$7.50,$8.00,$5.08,$2.50,$1.92,$1.22,$3.85,$5.38,$3.50,$9.37,$8.80,$15.43,$3.62,$1.52,$2.18,$3.51,$2.50,$2.10,$2.00,$1.82,$15.00,$2.84,$2.83,$9.00,,,$2.85,$1.68,$25.00,$1.58,"$24,950.00","$23,950.00",$187.35,$0.05,$58.00,$50.00,,$14.00,$800.00,"$15,000.00",$41.33,$21.67,$74.50,$104.50,"$2,000.00","$1,500.00","$4,000.00","$2,500.00","$2,690.98","$2,152.78","$5,000.00",5.46,0
East Rancho Dominguez,California,"29,420",1.67,1.55,$70.86 ,"$147,390.00 ",6.95,17.71,24.66,"$111,044 ","$9,254 ",$12.50,$50.00,$8.00,$5.00,$6.00,$4.00,$2.00,$1.65,$0.67,$2.76,$3.51,$2.50,$11.75,$5.51,$13.23,$4.51,$1.32,$4.40,$4.56,$1.65,$2.13,$1.89,$2.16,$14.00,$2.26,$2.12,$6.85,$1.25,$32.50,$2.50,$1.15,$20.00,$1.27,"$30,000.00","$23,333.33",$126.25,$0.25,$61.00,,,$9.00,"$1,200.00",,$46.67,$40.00,$75.83,$86.67,"$1,300.00",$900.00,"$2,000.00","$1,500.00",,,"$5,000.00",4.62,0
North New Hyde Park,New York,"14,760",1.62,1.50,$61.63 ,"$128,200.00 ",5.44,16.77,22.21,"$99,727 ","$8,311 ",$12.00,$50.00,$8.50,$4.00,$5.50,$3.65,$1.25,$1.80,$1.01,$3.96,$6.86,$3.00,$16.53,$16.52,$12.13,$3.42,$1.38,$4.62,$4.39,$3.92,$3.27,$2.59,$3.00,$14.99,$1.43,$3.00,$8.00,$2.00,$69.57,$2.50,$2.49,$15.00,$1.24,"$24,000.00","$20,500.00",$134.60,$0.08,$65.57,$10.00,,$12.50,"$1,500.00","$9,550.00",$43.33,$33.00,$70.00,$87.00,,,"$2,600.00","$2,200.00",,,"$5,608.33",5.43,0
Pierre,South Dakota,110,0.26,0.24,$52.13,"$108,430.00",0.00,15.45,15.45,"$91,678 ","$7,640 ",,,$6.00,,$6.00,$5.00,,$1.00,,,,,,,,,,,,,,,$2.00,$15.00,,,,$5.00,,,,,,,,$80.00,,$77.50,$75.00,,$9.50,,,,$15.00,,,,,,,,,,,0
